question,answer
"When was the hospital, for which Monita Chatterjee works, designated as a National Historic Landmark?","Harry S. Truman Historic District; The Harry S. Truman Historic District is a National Historic Landmark District encompassing sites closely associated with US President Harry S. Truman in Independence, Missouri."
What type of engines were in the fighter airplanes used during the Battle of Britain?,Turbofan; The turbofan or fanjet is a type of airbreathing jet engine that is widely used in aircraft propulsion.
"Where is the corporation, who is constructing a mixed-use development around Warrior Arena, based in?","Esplanade (Algonquin); The Esplanade is a mixed-use development under construction on Randall Road next to the lifestyle center Algonquin Commons in Algonquin, Illinois."
What was the Korean name of the successor to the Hyundai Equus brand from the luxury division Genesis Motors?,"Hyundai Genesis Coupe; The Hyundai Genesis Coupé is a rear-wheel drive sports coupe from Hyundai Motor Company, released on October 13, 2008 for the Korean market."
What year did one of Orlando's noted coverage outlets shut down before being sold and spun off?,Orlando (band); Orlando were an English Romo band of the 1990s.
What name was used by Baum for the main character of The Woodsman?,"The Maid of Arran; The Maid of Arran, An Idyllic Irish Drama Written for the People, Irrespective of Caste or Nationality is an 1882 musical play by L. Frank Baum, writing and performing under the pseudonym, ""Louis F. Baum"", based on the novel ""A Princess of Thule"" by William Black."
"There are numerous people who contributed to MadeinTYO's debut mixtape ""You Are Forgiven."" Of those contributors, which one produces for 808 Mafia?",Detroit (mixtape); Detroit is the fourth mixtape by American rapper Big Sean.
"Which author wrote a famous fantasy series that later inspired several university courses, including an upper division Political Science course?","Sheldon Goldman; Sheldon Goldman (born September 18, 1939) is a professor of political science at the University of Massachusetts Amherst and the author of ""Picking Federal Judges"" (1997, 1999) and ""The Federal Courts as a Political System"", (3rd ed., 1985)."
Where is one of the oldest cemeteries in Los Angeles located in which George Hackathorne's interment was located?,"Mills Cemetery; Mills Cemetery is a small historic cemetery in rural Little River County, Arkansas."
"Where did Josiah Russell export manufacture sodas, mineral waters, and carbonated soft drinks that have quinine dissolved in them?",Sugary drink tax; A sugary drink tax or soda tax is a tax or surcharge designed to reduce consumption of drinks with added sugar.
What is the theme of the amusement park where the first dive coaster manufactured by B&M that doesn't feature a turn between the lift hill and the first drop can be found?,"Valravn (roller coaster); Valravn is a steel roller coaster at Cedar Point amusement park in Sandusky, Ohio."
"Which band from Ocala, Florida did the band Four Letter Lie tour with in February and March of 2008.","One Foot Louder; One Foot Louder is the third major release from Leeds band Four Day Hombre, and was released on February 4, 2008."
Where is the hostel located that was primarily built for Hindu students of Presidency College?,"College Street Coffee House; College Street Coffee House (Bengali: কফ�?হাউস ; ""Coffee House"") is a cafe located opposite the Presidency College in College Street, the most famous of Indian Coffee House branches in Kolkata."
What did the voice actor who starred in The Pink Panther win an Academy Award for Best Actor for?,"Russell Crowe; Russell Ira Crowe (born 7 April 1964) is an actor, film producer and musician."
"What was the 2010 population of the town in which, along with Derry and Hampstead, the Island Pond is located?","White Island Pond; White Island Pond is a system of two ponds in Plymouth and Wareham, Massachusetts."
"Where does the area, where Hotel Central is located, fall on the list of largest peninsular districts in Macau? ","Nossa Senhora de Fátima, Macau; Freguesia de Nossa Senhora de Fátima is the northernmost and largest freguesia (parish) in Macau Peninsula, Macau."
"What is the name of the character that Joel Tobeck plays in the series developed by Sam Raimi, Ivan Raimi, and Tom Spezialy for the Starz network?",Spy Game (TV series); Spy Game is an American action-adventure television series that aired on ABC for 13 episodes during the spring and summer of 1997.
Highest Duty: My Search for What Really Matters is an autobiography of am airline captain born in which year ?,Eden White; Eden White (born 1970) is a New York City singer/songwriter.
What company was sold by Ben Dunn specialized in comics created by Japan or those in the Japanese language?,"Sakura Japanese language School; Sakura Japanese Language School (Japanese language: さくら日本語学校) is a school in District 3, Ho Chi Minh City."
Which team did Des Brenner's team beat to win the European Cup,"1959�?0 European Cup; The 1959�?0 European Cup was the fifth season of the European Cup, Europe's premier club football tournament."
The Council of Federated Organizations was instrumental in creating what African-American-centric party?,"Murders of Chaney, Goodman, and Schwerner; The murders of Chaney, Goodman, and Schwerner, also known as the Freedom Summer murders, the Mississippi civil rights workers' murders or the Mississippi Burning murders, involved three activists that were abducted and murdered in Neshoba County, Mississippi in June 1964 during the Civil Rights Movement."
"Which author won the Booker Prize more times, Howard Fast or Peter Carey? ",The Best of the Booker; The Best of the Booker is a special prize awarded in commemoration of the Booker Prize's 40th anniversary.
"Which band was formed first, The Golden Seals or Aaroh?","List of California Golden Seals head coaches; This is a list of coaches of the California Seals, Oakland Seals and California Golden Seals."
What Australian director directed “A Thousand Acres�?and starred Michelle Pfiefer?,"T E Ranch Headquarters; The T E Ranch Headquarters, near Cody, Wyoming, is a log ranch house that belonged to buffalo hunter and entertainer Buffalo Bill Cody (1846�?917)."
When did the novels the Princess Eilonwy appeared in begin?,"Warriors (arc); Warriors: The Prophecies Begin is the first story arc in the ""Warriors"" juvenile fantasy novel series about anthropomorphic feral cats."
"What Russian film actor starred in ""Being John Malkovich""?",Mary Reilly (film); Mary Reilly is a 1996 American film directed by Stephen Frears and starring Julia Roberts and John Malkovich.
When was the American rapper born who's mixtape was the Cosmic Angel: The Illuminati Prince/ss?,"Akillezz; John Arvanitis (born March 7, 1994), known by his stage name Akillezz, is an American rapper born in Livingston, New Jersey."
The Man from U.N.C.L.E. followed secret agents played by David McCallum and another actor born in what year?,"One of Our Spies Is Missing; One of Our Spies Is Missing is the 1966 feature-length film version of ""The Man from U.N.C.L.E.""' s second season two-part episode ""The Bridge of Lions Affair""."
What sport did Gurpreet Singh earn two gold medals in during the 2010 Commonwealth Games held in Delhi?,"Omkar Singh; Omkar Singh (Hindi: ओमका�?सिंह , born 8 August 1984) is an Indian sports shooter."
The Singing Dolly performed what type of dance?,Tracking shot; A tracking shot is any shot where the camera moves alongside the object(s) it is recording.
Both the Mitsubishi Neptune and Mitsubishi Sirius contain what type of engines?,"Mitsubishi PX33; The Mitsubishi PX33 is a prototype passenger car built by Mitsubishi Heavy Industries, the company which would eventually sire Mitsubishi Motors."
Who have the composer of the music in Marupakkam movie as an elder brother? ,"Charles Morgan (1736�?787); In 1763, he entered the House of Commons as Member of Parliament for Brecon, succeeding his elder brother."
"How many miles of track are there on the Northern Lines Railway in St. Cloud, Minnesota?",Northern Lines Railway; Northern Lines Railway (reporting mark NLR) is a shortline railroad operating 19 mi of track in and near St. Cloud in central Minnesota.
What year did Luciana Pedraza's Grandmother die?,"Assassination Tango; Assassination Tango is a 2002 American crime thriller film written, produced, directed by, and starring Robert Duvall."
What are the colors of the school where the north american cat that appeared during the Irvingtonian stage is the mascot?,"Canyon del Oro High School; Canyon del Oro High School (CDO) is a comprehensive public high school in Oro Valley, Arizona, located 6 mi north of Tucson at the base of Pusch Ridge."
Player Character Record Sheets are designed for the types of games in which characters' actions are depicted how?,"Mystery P.I.: The Lottery Ticket; Mystery P.I.: The Lottery Ticket is a hidden object game, created and published by SpinTop Games."
